claim,reasoning_type,true_label,predicted_label
"What is the name of Pratt, Kansas's nickname?",existence,True,True
What is the name of Sevilla FC C's nickname?,existence,True,True
What is the name of Viv Dunn's nickname?,existence,True,False
What is the name of Estudiantes Tecos's nickname?,existence,True,True
What is the name of Stirling School's mascot?,existence,True,True
What is the name of Raffles Institution's mascot?,existence,True,True
What is the name of Syosset High School's mascot?,existence,True,True
What is the name of Kloof High School's mascot?,existence,True,True
What is the name of Bloomer High School's mascot?,existence,True,True
What is the name of Welham Girls' School's mascot?,existence,True,True
What is the name of Albany Great Danes's mascot?,existence,True,True
What is the name of Ponce High School's mascot?,existence,True,True
What is the name of Munford High School's mascot?,existence,True,True
What is the name of Thornton Academy's mascot?,existence,True,True
What is the name of Barat Academy's mascot?,existence,True,False
What is the name of San Antonio Academy's mascot?,existence,True,True
What is the name of Waltrip High School's mascot?,existence,True,True
What is the name of Chris Triantis's youthclub?,existence,True,False
What is the name of Mikel Alonso's youthclub?,existence,True,False
What is the name of Matej Sivrić's youthclub?,existence,True,False
What is the name of Sid Wileman's youthclub?,existence,True,False
What is the name of Paolo Di Canio's youthclub?,existence,True,False
What is the name of Filip Rýdel's youthclub?,existence,True,True
What is the name of Łukasz Szukała's youthclub?,existence,True,False
What is the name of Irakli Tsereteli's predecessor?,existence,True,True
What is the name of George Ashmun's predecessor?,existence,True,False
What is the name of Nissan Rasheen's predecessor?,existence,True,True
What is the name of David H. Bieter's predecessor?,existence,True,False
What is the name of Shiv Charan Mathur's predecessor?,existence,True,False
What is the name of Antun Bogetić's predecessor?,existence,True,False
What is the name of Nelson Jobim's predecessor?,existence,True,False
What is the name of Tom Neilson's child?,existence,True,False
What is the name of Charles Dickens's child?,existence,True,False
What is the name of Claus Toksvig's child?,existence,True,False
What is the name of Robert Pritzker's child?,existence,True,False
What is the name of Kristin Nelson's child?,existence,True,False
What is the name of Curt Anderson's child?,existence,True,False
What is the name of Atlas languages's child?,existence,True,False
What is the name of Salvador Abascal's child?,existence,True,False
What is the name of Formosan languages's child?,existence,True,True
What is the name of André Bettencourt's child?,existence,True,False
What is the name of Weaponology's predecessor?,existence,True,True
What is the name of Kushiel's Chosen's predecessor?,existence,True,True
What is the name of No Apology's predecessor?,existence,True,True
What is the name of Operation Columbus's predecessor?,existence,True,True
What is the name of No More Dying Then's predecessor?,existence,True,True
What is the name of The Olympic Champ's predecessor?,existence,True,True
What is the name of Mohsen Sazegara's religion?,existence,True,True
What is the name of Azerbaijanis's religion?,existence,True,True
What is the name of Thaton Kingdom's religion?,existence,True,True
What is the name of Rosalia Nghidinwa's religion?,existence,True,True
What is the name of Caldwell Hart Colt's religion?,existence,True,True
What is the name of Nathan Mugisha's religion?,existence,True,True
What is the name of Khentakawess III's religion?,existence,True,True
What is the name of Joe Ferriero's religion?,existence,True,True
What is the name of Aimaq Hazara's religion?,existence,True,True
What is the name of Muhammad Farooq's religion?,existence,True,True
What is the name of Babuza people's religion?,existence,True,False
What is the name of Adrian Dorber's religion?,existence,True,True
What is the name of Chong Fah Cheong's award?,existence,True,True
What is the name of Tomasz Mrowka's award?,existence,True,True
What is the name of Henry Williams Hise's award?,existence,True,False
What is the name of Tinca Stegovec's award?,existence,True,False
What is the name of Gleb Baklanov's award?,existence,True,False
What is the name of Azamour's award?,existence,True,True
What is the name of Stanley Baxter's award?,existence,True,True
What is the name of Agustin Aguayo's award?,existence,True,True
What is the name of Claire Vellut's award?,existence,True,True
What is the name of Ng Eng Teng's award?,existence,True,True
What is the name of Charles F. B. Price's award?,existence,True,True
What is the name of Mikhail Viktorov's award?,existence,True,False
What is the name of Alexander Raikhel's award?,existence,True,True
What is the name of Josef Rölleke's award?,existence,True,True
What is the name of George Symons (VC)'s award?,existence,True,True
What is the name of William R. Bond's award?,existence,True,True
What is the name of Charles E. Kilbourne's award?,existence,True,True
What is the name of Pervez Musharraf's award?,existence,True,False
What is the name of K. B. Sundarambal's award?,existence,True,True
What is the name of Dariusz Jabłoński's award?,existence,True,True
What is the name of Theodore E. Chandler's award?,existence,True,True
What is the name of James N. Rowe's award?,existence,True,True
What is the name of A Bit O'Gold's award?,existence,True,True
What is the name of Ralph E. Pomeroy's award?,existence,True,True
What is the name of Mikhail Mesheryakov's award?,existence,True,False
What is the name of Werner Friebe's award?,existence,True,True
What is the name of Talmadge Davis's award?,existence,True,False
When did Lon Hinkle attend college?,existence,True,False
When did Ted Hendricks attend college?,existence,True,True
When did Rich McGeorge attend college?,existence,True,False
When did Cornelius Murphy attend college?,existence,True,False
When did Stéphane Fortin attend college?,existence,True,False
When did Hasan Hazime attend college?,existence,True,False
When did Zaviar Gooden attend college?,existence,True,False
When did Ray Buchanan attend college?,existence,True,True
When did Curtis Strange attend college?,existence,True,True
When did Rick Arrington attend college?,existence,True,False
When did Tertius Kruger attend university?,existence,True,False
When did Michael van der Spuy attend university?,existence,True,False
When did Karl Mullen attend university?,existence,True,False
When did Daron Cruickshank attend university?,existence,True,False
When did Stuart Grimes attend university?,existence,True,False
When did Eben Joubert attend university?,existence,True,True
When did Sara McMann attend university?,existence,True,False
When did Tonderai Chavhanga attend university?,existence,True,True
When did Charles Afuakwah attend university?,existence,True,False
When did Vince Griffiths attend university?,existence,True,False
What is the name of Wawanesa Insurance's parent company?,existence,False,True
What is the name of Fife Opera's parent company?,existence,False,True
What is the name of Adams Childrenswear's parent company?,existence,False,False
What is the name of WIBISCO's parent company?,existence,False,True
What is the name of Laing O'Rourke's parent company?,existence,False,True
What is the name of Pendulum Press's parent company?,existence,False,True
What is the name of Hincks and Burnell's parent company?,existence,False,True
What is the name of Paas's parent company?,existence,False,True
What is the name of 241 Pizza's parent company?,existence,False,False
What is the name of Dierbergs Markets's parent company?,existence,False,True
What is the name of Era of Silence's capital?,existence,False,False
What is the name of Nshenyi's capital?,existence,False,False
What is the name of Black hole electron's capital?,existence,False,False
What is the name of Amurru kingdom's capital?,existence,False,True
What is the name of Brungaria's capital?,existence,False,False
What is the name of King of Italy's capital?,existence,False,True
What is the name of Garmul's capital?,existence,False,False
What is the name of Blue hour's capital?,existence,False,False
What is the name of Kevin Andzouana's capital?,existence,False,False
What is the name of Vale de Cambra's capital?,existence,False,False
What is the name of Sonni Dynasty's capital?,existence,False,False
What is the name of Saelabonn Formation's garrison?,existence,False,False
What is the name of Atane Formation's garrison?,existence,False,True
What is the name of Ptarmigan Formation's garrison?,existence,False,False
What is the name of Gummosis's garrison?,existence,False,False
What is the name of Bargy Conglomerate's garrison?,existence,False,False
What is the name of Blakeley Formation's garrison?,existence,False,True
What is the name of 10K Plan's garrison?,existence,False,True
What is the name of Riverbank Formation's garrison?,existence,False,False
What is the name of Kachin Levies's garrison?,existence,False,True
What is the name of Entropic force's garrison?,existence,False,False
What is the name of Gengda Township's garrison?,existence,False,True
What is the name of Meade Peak Formation's garrison?,existence,False,True
What is the name of Gloster Grebe's garrison?,existence,False,True
What is the name of Optical circulator's garrison?,existence,False,False
What is the name of Perth Limestone's garrison?,existence,False,True
What is the name of Capricorn Assemblage's garrison?,existence,False,False
What is the name of 33rd Armor Regiment's garrison?,existence,False,True
What is the name of INAS 342's garrison?,existence,False,False
What is the name of 336th Training Group's garrison?,existence,False,False
What is the name of Figure skating jumps's garrison?,existence,False,False
What is the name of Raleigh School's mascot?,existence,False,False
What is the name of Govan High School's mascot?,existence,False,True
What is the name of December 12's mascot?,existence,False,False
What is the name of Defiance High School's mascot?,existence,False,True
What is the name of Yardley Court's mascot?,existence,False,False
What is the name of Nossal High School's mascot?,existence,False,True
What is the name of September 12's mascot?,existence,False,False
What is the name of Sunhwa Arts School's mascot?,existence,False,False
What is the name of Moor End Academy's mascot?,existence,False,True
What is the name of Mehdi Lavasani's youthclub?,existence,False,False
What is the name of Lukáš Kryštůfek's youthclub?,existence,False,False
What is the name of Łukasz Sierpina's youthclub?,existence,False,False
What is the name of Tewis de Bruyn's youthclub?,existence,False,True
What is the name of Bogdan Oprea's youthclub?,existence,False,True
What is the name of Alessandro Bruno's youthclub?,existence,False,False
What is the name of Kieran Hyde's youthclub?,existence,False,False
What is the name of Harold Keetley's youthclub?,existence,False,False
What is the name of Hamza Hadi Muhsin's youthclub?,existence,False,True
What is the name of Gary Cameron's youthclub?,existence,False,False
What is the name of Nicholas Campion's religion?,existence,False,True
What is the name of Vitaly Koryakin's religion?,existence,False,False
What is the name of Aadukalam Murugadoss's religion?,existence,False,False
What is the name of Rudy Chapa's religion?,existence,False,True
What is the name of Andres Küng's religion?,existence,False,True
What is the name of Rajan Mehra's religion?,existence,False,True
What is the name of Stephen Hartgen's religion?,existence,False,True
What is the name of Filippos Pliatsikas's religion?,existence,False,True
What is the name of Max Kampelman's religion?,existence,False,True
What is the name of Nan Braunton's religion?,existence,False,True
What is the name of Pierce Brown's religion?,existence,False,True
What is the name of Stephen Moorer's religion?,existence,False,True
What is the name of Đorđe Vojnović's religion?,existence,False,True
What is the name of Amarilli Nizza's religion?,existence,False,False
What is the name of Beano Cook's religion?,existence,False,False
What is the name of Evelyn Miot's religion?,existence,False,False
What is the name of Joey Salceda's award?,existence,False,False
What is the name of Pietro Chiari's award?,existence,False,False
What is the name of Angela Rumbold's award?,existence,False,True
What is the name of Piazza Colonna's award?,existence,False,True
What is the name of Kirk Schulz's award?,existence,False,True
What is the name of Michael Sorrentino's award?,existence,False,True
What is the name of James F. Fitzgerald's award?,existence,False,True
What is the name of Park Solhee's award?,existence,False,True
What is the name of Jennifer Plass's award?,existence,False,True
What is the name of Eric Cox's award?,existence,False,True
What is the name of Jose Antonio Pineda's award?,existence,False,False
What is the name of Henri Wittmann's successor?,existence,False,True
What is the name of Garfield Owen's successor?,existence,False,False
What is the name of Richard Abrahamson's successor?,existence,False,False
What is the name of Colin McFarlane's successor?,existence,False,True
What is the name of Anthony McIntyre's successor?,existence,False,True
What is the name of Deepak Sharma's successor?,existence,False,False
What is the name of Ola O. Røssum's successor?,existence,False,False
What is the name of John Kinzie's successor?,existence,False,False
What is the name of Ioan Pălăghiță's successor?,existence,False,False
What is the name of Rosemary Hollis's successor?,existence,False,False
What is the name of David Virelles's successor?,existence,False,True
What is the name of Loukas Notaras's successor?,existence,False,True
What is the name of Bochner identity's successor?,existence,False,True
What is the name of Christopher Garneys's successor?,existence,False,False
What is the name of Gerhard Ertl's successor?,existence,False,True
What is the name of Pedro Zambrano Ortiz's spouse?,existence,False,False
What is the name of A. B. McKillop's spouse?,existence,False,False
What is the name of John F. Link Sr.'s spouse?,existence,False,False
What is the name of Dave Moulton's spouse?,existence,False,False
What is the name of Emma Paki's spouse?,existence,False,False
What is the name of Ryder Windham's spouse?,existence,False,True
What is the name of Khalid Hasan's spouse?,existence,False,False
What is the name of North Point Church's spouse?,existence,False,False
What is the name of Flournoy Miller's spouse?,existence,False,True
What is the name of Harry O'Donovan's spouse?,existence,False,False
What is the name of Michael Graydon's spouse?,existence,False,False
What is the name of Seisyll ap Dyfnwal's spouse?,existence,False,True
What is the name of Shey Peddy's spouse?,existence,False,False
What is the name of Pammenes of Thebes's spouse?,existence,False,False
What is the name of Sandesh Gour's spouse?,existence,False,True
What is the name of Musekiwa Chingodza's spouse?,existence,False,False
What is the name of Mary Treadgold's spouse?,existence,False,False
What is the name of Nikolaos Morakis's spouse?,existence,False,False
What is the name of Jules Maaten's child?,existence,False,False
What is the name of Albert Alcalay's child?,existence,False,False
What is the name of Andy Helfer's child?,existence,False,False
What is the name of Wahyu Aditya's child?,existence,False,False
What is the name of Hilda Oates's child?,existence,False,False
What is the name of Antony Guy Acland's child?,existence,False,False
What is the name of Paul van Winkel's child?,existence,False,True
What is the name of Judas Maccabeus's child?,existence,False,False
What is the name of Isaac (Khazar)'s child?,existence,False,False
What is the name of Husky the Muskie's child?,existence,False,False
What is the name of Francesco Argentino's child?,existence,False,False
What is the name of Karim Sadr's child?,existence,False,False
What is the name of Julián Román's child?,existence,False,True
What is the name of Strömsbergs IF's nickname?,existence,False,True
What is the name of Sunndal Fotball's nickname?,existence,False,True
What is the name of Gretna F.C. 2008's nickname?,existence,False,True
What is the name of Harstad IL's nickname?,existence,False,True
What is the name of SC Geislingen's nickname?,existence,False,True
What is the name of Brett Sports F.C.'s nickname?,existence,False,True
What is the name of Zachariah (Khazar)'s predecessor?,existence,False,False
What is the name of Fredrik Eklund's predecessor?,existence,False,True
What is the name of Albert Windisch's predecessor?,existence,False,False
What is the name of Basil Anthony's predecessor?,existence,False,False
What is the name of Thomas S. Buechner's predecessor?,existence,False,False
What is the name of Helge Schneider's predecessor?,existence,False,False
What is the name of Nestor Genko's predecessor?,existence,False,False
What is the name of Svafrlami's predecessor?,existence,False,True
What is the name of Gerda Alexander's predecessor?,existence,False,False
What is the name of Teon Kennedy's predecessor?,existence,False,True
What is the name of Ezio Amadeo's predecessor?,existence,False,True
What is the name of Akira Yoshino's predecessor?,existence,False,True
What is the name of David Noggle's predecessor?,existence,False,False
What is the name of Rachel Moran's predecessor?,existence,False,False
When did Michael Paragyios attend college?,existence,False,False
When did Douglas Morris attend college?,existence,False,False
When did Alex Tal attend college?,existence,False,False
When did Eric Keddo attend college?,existence,False,True
When did Herman Stegeman attend college?,existence,False,False
When did Leonore Annenberg attend college?,existence,False,True
When did Max Karl Tilke attend college?,existence,False,False
When did David G. Fox attend university?,existence,False,False
When did Guido Gorges attend university?,existence,False,True
When did Claire Dodd attend university?,existence,False,False
When did Landis Everson attend university?,existence,False,False
When did Karl Elmendorff attend university?,existence,False,True
When did Salah Khalaf attend university?,existence,False,True
When did Ibrahim Hananu attend university?,existence,False,True
When did Jason Welch attend university?,existence,False,False
When did Taqi Tabatabaei Qomi attend university?,existence,False,True
When did Carlos Chagas Filho attend university?,existence,False,True
When did Eric Barclay attend university?,existence,False,True
What country was Thomas Boni Yayi president?,existence,True,True
When was Herman Van Rompuy president?,existence,True,True
When was Joseph Smith president?,existence,True,False
When was Hassan Rouhani president?,existence,True,True
What country was Iajuddin Ahmed president?,existence,True,False
What country was Lucio Gutiérrez president?,existence,True,True
Where was Brian Mulroney prime minister?,existence,True,True
What country was Alexei Rykov prime minister?,existence,True,False
What country was Koloa Talake prime minister?,existence,True,False
What country was Pierre Mauroy prime minister?,existence,True,True
What country was Lars Løkke Rasmussen prime minister?,existence,True,True
What country was Rexhep Mitrovica prime minister?,existence,True,False
Where was Chiril Gaburici prime minister?,existence,True,False
Where was Hendrik Verwoerd prime minister?,existence,True,True
Where was Halldór Ásgrímsson prime minister?,existence,True,True
Where was Anerood Jugnauth prime minister?,existence,True,True
When was Đỗ Mười prime minister?,existence,True,True
Where was Antonio Segni prime minister?,existence,True,True
When was Lyuben Berov prime minister?,existence,True,False
When was Pascal Couchepin vice president?,existence,True,True
Where was Mohammad Khazaee vice president?,existence,True,False
Where was George M. Dallas vice president?,existence,True,True
What country was B. J. Habibie vice president?,existence,True,True
When was Didier Burkhalter vice president?,existence,True,True
What country was J. J. Dossen vice president?,existence,True,False
When was Dries van Agt prime minister?,existence,True,True
What country was Mart Laar prime minister?,existence,True,True
Where was Göran Persson prime minister?,existence,True,True
What country was Kijūrō Shidehara prime minister?,existence,True,True
What country was Yves Leterme prime minister?,existence,True,True
What country was Turgut Özal prime minister?,existence,True,True
What country was Raila Odinga prime minister?,existence,True,False
When was Walter Nash prime minister?,existence,True,False
Where was John Gorton prime minister?,existence,True,False
When was Garry Conille prime minister?,existence,True,False
What country was Nurul Amin vice president?,existence,True,False
Where was Samuel George Harmon vice president?,existence,True,False
When was Joseph Boakai vice president?,existence,True,True
What country was Zeng Qinghong vice president?,existence,True,False
What country was Wang Zhen vice president?,existence,True,False
When was Pretaap Radhakishun vice president?,existence,True,False
What country was Danilo Astori vice president?,existence,True,False
When was Jorge Pacheco Areco vice president?,existence,True,False
Where was Abdisamad Ali Shire vice president?,existence,True,False
Where was Osvaldo Hurtado vice president?,existence,True,False
When was Michael McGlynn president?,existence,False,False
What was Natalia Shchukina president?,existence,False,False
When was Joan Goodfellow president?,existence,False,False
Where was Walter Eli Clark president?,existence,False,False
Where was Stéphane Debac president?,existence,False,False
Where was George Paddison president?,existence,False,False
When was Joel Djondang president?,existence,False,False
What was Eli C. King president?,existence,False,False
When was Moira Lister president?,existence,False,False
What was Michael McCreadie president?,existence,False,False
Where was Renée Weldon president?,existence,False,False
When was Calle Kindbom prime minister?,existence,False,False
Where was Ceylon Manohar prime minister?,existence,False,False
What was Ron Ouellette prime minister?,existence,False,False
What was Rhoda Billings prime minister?,existence,False,False
What was Richard Delphy prime minister?,existence,False,False
What was Pehtwine prime minister?,existence,False,False
What was Sophie Cattani prime minister?,existence,False,False
What was Northrop Frye prime minister?,existence,False,False
What was John A. Hanna prime minister?,existence,False,False
What was Al Jewer prime minister?,existence,False,False
Where was Silvio Orsini prime minister?,existence,False,False
What was Marie Patterson prime minister?,existence,False,False
Where was Jason Burkey prime minister?,existence,False,False
Where was Festo Olang' prime minister?,existence,False,False
Where was Kani Çevik prime minister?,existence,False,False
What was Alison Statton vice president?,existence,False,False
Where was Milan Železnik vice president?,existence,False,True
What was Howard Piper vice president?,existence,False,False
What was John W. Limbong vice president?,existence,False,False
Where was Chetan Bhagat vice president?,existence,False,False
What was Lane Sarasohn vice president?,existence,False,False
What was Xie Tieli vice president?,existence,False,False
Where was Marc Rieffel vice president?,existence,False,True
Where was Tania Major vice president?,existence,False,False
What was Jason Borkowski vice president?,existence,False,False
What was Martin Conlon vice president?,existence,False,False
What was Timothy V. Murphy vice president?,existence,False,False
What was Shaun O'Banion vice president?,existence,False,False
What was Mal Friedman vice president?,existence,False,False
What was Aschlin Ditta vice president?,existence,False,False
When was Gu Kailai vice president?,existence,False,False
When was Owen Teale prime minister?,existence,False,False
When was Adonis Shaqiri prime minister?,existence,False,False
What was Arne Weingart prime minister?,existence,False,False
When was Ben Chestnut prime minister?,existence,False,False
Where was Ángel Vasallo prime minister?,existence,False,False
When was Lisa Sennerby Forsse prime minister?,existence,False,False
What was Ísleifur Gissurarson prime minister?,existence,False,False
When was Fredrik Samsson prime minister?,existence,False,False
What was Dajana Cahill prime minister?,existence,False,False
Where was Walter Andrade vice president?,existence,False,False
What was Hugues Quester vice president?,existence,False,False
What was John Moyle vice president?,existence,False,False
What was Barbara Pyle vice president?,existence,False,False
When was Marco Beltrami vice president?,existence,False,False
When was Danny Maseng vice president?,existence,False,False
What was Jane Booker vice president?,existence,False,False
When was Puneet Rastogi vice president?,existence,False,False
When was Christian Bocher vice president?,existence,False,False
What was Ernest Verne vice president?,existence,False,False
Where was Melissa Flournoy vice president?,existence,False,False
When did Airports Authority of India operate Agra Airport?,one-hop,True,True
When did Indian Air Force operate Agra Airport?,one-hop,True,False
When was Narendra Modi a leader of India?,one-hop,True,True
When was T. S. Thakur a leader of India?,one-hop,True,False
When was Fuad Masum a leader of Iraq?,one-hop,True,False
When was Haider al-Abadi a leader of Iraq?,one-hop,True,True
When was Ram Naik a leader of Uttar Pradesh?,one-hop,True,False
When was Daniel Martínez (politician) a leader of Montevideo?,one-hop,True,False
When was Juan Afara a leader of Paraguay?,one-hop,True,False
When was Raúl Fernando Sendic Rodríguez a leader of Uruguay?,one-hop,True,True
When was Tabaré Vázquez a leader of Uruguay?,one-hop,True,True
"When did William Anders graduate from the AFIT, M.S. 1962?",one-hop,True,True
When was William Anders a Fighter pilot?,one-hop,True,True
When did Ahmad Kadhim Assad play for Al-Talaba SC?,one-hop,True,True
"When was Conservative Party of Canada a leader of Brandon, Manitoba?",one-hop,True,False
When was Andrew Mitchell a leader of Birmingham?,one-hop,True,False
When was Conservative Party (UK) a leader of Birmingham?,one-hop,True,False
When was John Clancy (Labour politician) a leader of Birmingham?,one-hop,True,True
When was Khalid Mahmood (British politician) a leader of Birmingham?,one-hop,True,True
When was Labour Party (UK) a leader of Birmingham?,one-hop,True,False
When was Liberal Democrats a leader of Birmingham?,one-hop,True,False
When was Anandiben Patel a leader of Gujarat?,one-hop,True,True
When was Enda Kenny a leader of Republic of Ireland?,one-hop,True,True
When was 1097 Vicia a 1928 PC?,one-hop,True,True
When was 1101 Clematis a 1928 SJ?,one-hop,True,True
When was Atlanta City Council a leader of Atlanta?,one-hop,True,True
When was Arion (comics) created by Jan Duursema?,one-hop,True,True
When was Arion (comics) created by Paul Kupperberg?,one-hop,True,True
When was Baymax created by Duncan Rouleau?,one-hop,True,True
When was Baymax created by Steven T. Seagle?,one-hop,True,False
When was Ben Urich created by Gene Colan?,one-hop,True,True
When was Ben Urich created by Roger McKenzie (comics)?,one-hop,True,True
When was Big Hero 6 (film) starring Alan Tudyk?,one-hop,True,False
"When was Big Hero 6 (film) starring Damon Wayans, Jr.?",one-hop,True,False
When was Big Hero 6 (film) starring Jamie Chung?,one-hop,True,True
When was Big Hero 6 (film) starring Maya Rudolph?,one-hop,True,False
When was Big Hero 6 (film) starring Ryan Potter?,one-hop,True,True
When was Big Hero 6 (film) starring Scott Adsit?,one-hop,True,True
"When was Bakewell pudding created by Rutland Arms, Bakewell, in 1820?",one-hop,True,False
When was Vajubhai Vala a leader of Karnataka?,one-hop,True,False
"When was A-Rosa Luna built by Neptun Werft, Warnemünde,?",one-hop,True,True
When was A-Rosa Luna built by Germany?,one-hop,True,False
When was A-Rosa Luna built by Neptun Werft?,one-hop,True,True
When was A-Rosa Luna built by Rostock?,one-hop,True,True
When was Andreas Voßkuhle a leader of Germany?,one-hop,True,False
When was Angela Merkel a leader of Germany?,one-hop,True,True
When was Joachim Gauck a leader of Germany?,one-hop,True,True
When was Adolf Schärf a president of Alfons Gorbach?,one-hop,True,False
When was Doris Bures a leader of Austria?,one-hop,True,False
When did Daniel Gould Fowle graduate from the Princeton University?,one-hop,True,True
When was Daniel Webster a leader of Whig Party (United States)?,one-hop,True,True
When was Henry Clay a leader of Whig Party (United States)?,one-hop,True,True
When was Stuart Parker (footballer) a manager of A.F.C. Blackpool?,one-hop,True,False
When was Qarabağ FK champion at the Azerbaijan Premier League?,one-hop,True,True
When was Conservative Party (UK) a leader of Blackpool?,one-hop,True,False
When was Gordon Marsden a leader of Blackpool?,one-hop,True,False
When was Labour Party (UK) a leader of Blackpool?,one-hop,True,True
When did Christian Panucci play for Real Madrid C.F.?,one-hop,True,False
When did John van den Brom play for De Graafschap?,one-hop,True,False
When was Barrow A.F.C. champion at the National League North?,one-hop,True,False
When did Rolando Maran play for A.C. Chievo Verona?,one-hop,True,False
When did Stuart Parker (footballer) play for Blackburn Rovers F.C.?,one-hop,True,False
When did Stuart Parker (footballer) play for Blackpool F.C.?,one-hop,True,True
When did Stuart Parker (footballer) play for Chesterfield F.C.?,one-hop,True,True
When did Stuart Parker (footballer) play for Drogheda United F.C.?,one-hop,True,True
When did Stuart Parker (footballer) play for Irlam Town F.C.?,one-hop,True,True
When did Stuart Parker (footballer) play for KV Mechelen?,one-hop,True,True
When did Stuart Parker (footballer) play for Runcorn F.C. Halton?,one-hop,True,False
When did Stuart Parker (footballer) play for Stockport County F.C.?,one-hop,True,True
When was Springer Science+Business Media founded by Julius Springer?,one-hop,True,True
When did NASA operate Apollo 8?,one-hop,True,True
When was Sumitra Mahajan a leader of India?,one-hop,True,False
When was Patrick McLoughlin a leader of Derbyshire Dales?,one-hop,True,False
When was Stanislaw Tillich a leader of Germany?,one-hop,True,False
When did Abdul Taib Mahmud graduate from the University of Adelaide?,one-hop,True,False
When did Adenan Satem graduate from the University of Adelaide?,one-hop,True,False
When did Stuart Parker (footballer) play for Bury F.C.?,one-hop,True,True
When was Lady Anne Monson married to George Monson?,one-hop,True,False
When was Pranab Mukherjee a leader of India?,one-hop,True,True
When was Leni Robredo a leader of Philippines?,one-hop,True,True
When was Imagine (John Lennon song) produced by Phil Spector?,one-hop,True,True
When was Mermaid (Train song) produced by Espionage (production team)?,one-hop,True,True
I understand that Seán Rogers had a child.,existence,True,False
If only Sixteen Stone had an award.,existence,False,True
I wish that Atlas Blue had a parent company.,existence,False,False
I understand that Moonax had an award.,existence,True,False
I understand that John McNally IV had a spouse.,existence,True,True
I explained that B. Ravi Pillai had an award.,existence,True,True
I wasn’t aware that Allen Kukovich had a predecessor.,existence,True,True
I remembered that Latin Casino had a nickname.,existence,True,True
I explained that Esther Buckley had a child.,existence,True,False
I wasn’t aware that Divine Word Seminary had a nickname.,existence,True,True
I understand that the Quest for Cush had a predecessor.,existence,True,True
I imagined that Halo: Primordium had a predecessor.,existence,False,False
I forgot that Sylvester Antolak had an award.,existence,True,False
I didn’t know that Mobipocket had a parent company.,existence,True,True
I imagined that NYU Violets attended university.,existence,False,False
If only Benjamin Dy had a child.,existence,False,False
I realized that André Fontes had a youthclub.,existence,True,False
I explained that Rochester Dragons had a mascot.,existence,True,True
I wasn’t aware that Gareth Whalley had an award.,existence,False,True
I imagined that Jacques Gondouin had a spouse.,existence,True,False
I forgot that Andre M. Davis had a spouse.,existence,False,False
I understand that the Ryleys School had a mascot.,existence,False,False
I forgot that Rothesay Academy had a mascot.,existence,False,False
I emphasized that Petr Mokrý had a predecessor.,existence,False,False
I wasn’t aware that David Cameron was a prime minister.,existence,True,True
I wish that Sukarno was a president.,existence,False,True
I wish that Jerónimo Carrión was a vice president.,existence,False,False
I wish that Carlos Ruckauf was a vice president.,existence,False,False
I imagined that Danilo Astori was a vice president.,existence,False,False
I didn’t know that Vitorino Guimarães was a prime minister.,existence,True,False
I understand that Juho Kusti Paasikivi was a prime minister.,existence,True,True
I remembered that Trevor Loudon was a vice president.,existence,True,False
I forgot that Gordon Brown was a prime minister.,existence,True,True
I didn’t know that Jonas Bloch was a prime minister.,existence,False,True
I wasn’t aware that Gilbert Fuller was a prime minister.,existence,False,False
I remembered that Eve Sutton was a vice president.,existence,False,False
I explained that Raja Ram Misra was a prime minister.,existence,False,False
I imagined that Eleanor of Leicester was a vice president.,existence,True,False
I explained that Gábor Neudl was a vice president.,existence,False,False
I realized that Ken H. Harrison was a president.,existence,False,False
I remembered that S. Neil Fujita was a vice president.,existence,False,False
I imagined that Jean Packard was a vice president.,existence,True,False
If only Maud Yates was a prime minister.,existence,True,False
I understand that Carol Leifer was a prime minister.,existence,False,False
I realized that Hong Yeo was a vice president.,existence,False,False
I forgot that Sotha (actress) was a vice president.,existence,False,False
I wish that Zak Spears was a prime minister.,existence,True,False
I emphasized that Andrew Harwood Mills was a prime minister.,existence,False,False
I emphasized that Hu Zhijun is a leader in the PFLAG China.,one-hop,False,False
I realized that USC Trojans football is the former team of Tee Martin,one-hop,False,False
I understand that the leader of Culper Ring is George Washington.,one-hop,False,False
I realized that L. Frank Baum is a leader of Oogaboo.,one-hop,False,False
I didn’t know that Mirosław Chojecki is the leader of Jewish Motifs International Film Festival.,one-hop,False,False
I wasn’t aware that the leader if Fianna Fáil is called Éamon de Valera.,one-hop,False,True
I understand that LNER Class A4 4464 Bittern is owned by London and North Eastern Railway.,one-hop,False,False
I forgot that the leader of 5391 Emmons is the Eleanor F. Helin.,one-hop,False,False
I imagined that Lawrence Cannon was preceded by Mathieu Ravignat.,one-hop,True,False
I forgot that the leader of The Maxx is Sam Kieth.,one-hop,False,False
I didn’t know that the leader name of Covenant Party (Northern Mariana Islands) is Benigno Fitial.,one-hop,False,True
I understand that the leader of the 1992–93 Galatasaray S.K. season is Karl-Heinz Feldkamp.,one-hop,False,False
I wasn’t aware that UCLA College of Letters and Science is led by UCLA College of Letters and Science City Council.,one-hop,False,False
I wish that Presidency of Barack Obama successor was Joe Biden.,one-hop,True,True
I remembered that Marc Cherry was a crew member of Desperate Housewives.,one-hop,False,False
I forgot that John Thompson (basketball) is the leader of 1974–75 Georgetown Hoyas men's basketball team.,one-hop,False,True
I forgot that Diederick Santer is the name of the leader of EastEnders: E20.,one-hop,False,True
