claim,true_output,predicted_output
I know that AZAL Arena is not located in Szakoly!,True,True
I know that Big Hero 6 did not have Samuel Teklu in it.,True,True
They say 1818 is not the length of the runway of Agra Airport.,False,False
"Yes, the location of Amdavad ni Gufa is not in Ahmedabad!",False,True
The leader of Gujarat is not referred to as the Gujarat Legislative Assembly.,False,True
William Anders actually did not join NASA until 1963.,False,False
I do know that 11 Diagonal Street is not situated in Kinghorn.,True,True
Almond is actually not part of the Hydrocenidae family.,True,True
I know that MTU Friedrichshafen is not owned by Rolls-Royce Holdings?,False,True
De Koel is actually not the location of AZAL PFK.,True,True
"Yes, the leader of India is not called T S Thakur.",False,True
"In fact, Patrick McLoughlin is not a leader in the Derbyshire Dales!",False,True
I know that Mermaid is not a pop rock song by Train.,False,True
"Yep, gram flour is not an ingredient in Bhajji.",False,True
Well The Train song Mermaid was not released under Columbia Records.,False,True
"Yeah, Fylde did not take part in the National League North league.",False,True
"Yeah, Stuart Parker does not play for Heywood St James.",True,False
"Nope, the Apollo 8 commander was not Jing Haipeng.",True,False
He is José Berruezo Padilla who does not lead India.,True,False
"Yes, Neptun Werft is not located in Tunisia!",True,True
Rostock is not actually in Germany!,False,False
Well the currency of Uruguay is not beaver skins.,True,True
"Interestingly, Agra Airport is not located in Harris City!",True,True
The Train song Mermaid is actually not written by Stacy A. Littlejohn.,True,False
Stargate is a production team that is not associated with the musical artist Maejor.,True,True
Yes and Agustin Barboza is not signed to Philips Records.,False,True
The Universal Music Group (UMG) is not the parent company of Philips Records.,False,False
Not really. Uttar Pradesh is not a part of Corvera de Asturias.,True,True
"103 Colmore Row was not designed by John Madin, the architect.",False,True
Well the musical genre of Alfredo Zitarrosa is not Serviced Apartments!,True,True
"No, but Alvah Sabin was not allowed to represent Vermont's 3rd Congressional District.",False,False
"Yes, but J.V. Jones did not publish A Fortress of Grey Ice!",False,True
"Interestingly, Baymax did not appear in the film Big Hero 6!",False,False
Well Amdavad ni Gufa is not in Texas.,True,True
I have heard the Jacksonville Dolphins baseball field is not Meehan Auditorium.,True,True
Alfons Gorbach was not in office when Adolf Scharf was the President.,False,True
I've heard that Andrew Mitchell is not the leader of Birmingham.,False,True
"Yeah, and the parent company of MTU Friedrichshafen is not Safair.",True,True
The Train song by Mermaid is actually not from the pop rock genre!,False,False
"Well, A Fortress of Grey Ice was not created in 'ITunes.",True,True
I know Pennsylvania's Cumberland County is not to the north of the Adams County.,False,True
The origin of Reggae is not Rhythm and Blues.,False,True
Well I know that Neuburg an der Donau was not the capital of England.,True,True
The Train song Mermaid was not written by Espen Lind at all.,False,True
"Yes, the leader of India is not named the President.",False,True
That's cool. Warner Bros. International Television is not a division of Honda.,True,True
The founder of Springer Science and Business Media was not Julius Springer.,False,True
Did you know that Polydor Records' distribution label is not Reprise Records.,True,True
"No, AFC Blackpool did not participate in the 2014 season.",False,False
The leader of the Philippines is not Leni Robredo.,False,False
"Ahmedabad is located in Indonesia, Malaysia and not the Philippines.",True,False
Mermaid is a song by Train but it was not released on Columbia Records.,False,True
"Well, Neptun Werft is not located in Sri Lanka.",True,True
Apparently Polydor Records' distribution label is not Universal Music Group.,False,True
"Yes, and the leader of Atlanta is not the Atlanta City Council.",False,False
"I know, the Uruguayan currency is not the Uruguayuayan peso.",False,False
"Yes, Robert Johnson does not serve as a leader of Birmingham.",True,True
"Well, Stargate did not produce the song ""Mermaid""!",False,True
"The Train song Mermaid was not written by Paul Watson, a documentarian.",True,True
"Well, Adams County in Pennsylvania does not have Daysland to its southwest.",True,True
"Nope, Alfredo Zitarrosa is not a practitioner of Stumpwork.",True,True
John Buscema actually did not win the Alley Award!,False,False
His song Mermaid was not released by the Easy Action Records record label.,True,True
Jepson Way does not serve as the grounds for A.F.C though.,False,False
"I hear the leader of Brandon, Manitoba is not the Noor Mohd.",True,False
Benny Blanco is also a musical artist and not associated with Stargate productions.,False,True
"The location of the 11th Mississippi Infantry Monument is actually not Adams County, Pennsylvania!",False,True
Apparently the Liberal Democrats are not the leaders in Birmingham.,False,False
I have heard that Agra Airport is not located in Uttar Pradesh.,False,False
Did you know Dan Wolk is not the leader of Paraguay.,True,True
Alfredo Zitarrosa is not a practitioner of Taquirari right?,False,False
I've heard Curran Hannon is not a leader in Germany?,True,True
"Interestingly enough, Daniel Gould Fowle did not attend University of Massachusetts.",True,True
Big Hero 6 does not include Marrie Lee as one of the characters.,True,False
Big Hero 6 does not have Julia Dietze in it!,True,False
That's cool. MTU Friedrichshafen is not owned by Fred Cole.,True,True
Apparently Agra Airport is not operated by the Athabasca Oil Corporation!,True,True
"Yeah, the 11th Mississippi Infantry monument is not at Robertsganj.",True,True
The leader of Birmingham is not the Conservative Party in the UK!,False,True
Alvah Sabin is actually not a member of the United States Whig Party.,False,True
"I agree, Ram Naik is not the leader of Uttar Pradesh.",False,True
"Yes, Uruguay's leader is not Tabaré Vázquez!",False,True
"No, the leader of Iraq is not Fuad Masum!",False,True
Paraguay does not have any ethnic group called the Hungarians in Romania either.,True,True
AZAL PFK did not participate in the season 2014!,False,False
"Well, William Anders did not serve as a crew member on Enforcement of Customs laws.",True,False
AZAL PFK have not been in season 2014.,False,True
Yeah Nikolai Budarin was not a crew member of Apollo 8.,True,False
It's actually not a variation of Bakewell pudding.,False,True
The song Imagine by John Lennon is not recognized by RIAA.,True,False
Did you know that architect Alfred Giles did not die in Kendall County Texas?,False,True
"Well the official long name for India is not ""World Supersport.",True,True
Lady Anne Monson's husband was not George Monson!,False,False
AFC Ajax did not play in the 2008-09 Superleague Greece.,True,True
"Well, Asunción is not a part of Gran Asunción.",False,False
Not really. The Kingdom of England was not a unitary state.,False,True
The leader of the Republic of Ireland is actually not Enda Kenny.,False,False
The Alliant Techsystems does not manufacture the XM25-CDTE.,False,True
I read that Stuart Parker was not a footballer for Chesterfield FC.,False,False
i know that Darlington is not a town in the United Kingdom.,False,False
"The Alajos Ferencz, they are not the leaders of Birmingham.",True,True
The song Mermaid is not on the Redstar Records label.,True,True
"Also, Espen Lind is not the writer of the song Mermaid by the band Train.",False,True
Did you know that James V. Marchetti was not the leader of Gujarat?,True,True
Daniel Gould Fowle's Alma Mater is actually not at Princeton University.,False,False
Music production team Stargate have not collaborated with such artists as Big Satan.,True,True
"I know that the 11th Mississippi Infantry Monument is not located in Adams County, Pennsylvania.",False,True
I have heard that Derbyshire Dales is not a part of Derbyshire?,False,False
I know that Baymax was not made by Steven T. Seagle.,False,True
Did you know that Abdul Taib Mahmud is not from the Malaysia or Singapore region?,True,True
Do you know Vajubhai Vala is not a leader of Karnataka?,False,True
Baymax was actually not created by Manuel Payno.,True,False
Also the location identifier for Agra Airport is not EGMJ.,True,True
The Train song Mermaid had not been released under the Sony Music Entertainment label!,False,False
Apparently the Japanese occupation of British Borneo was not the birthplace of Adenan Satem.,False,False
The 11th Mississippi Infantry Monument is not in Gettysburg Pennsylvania.,False,True
"Yes, the record producing team Stargate has not worked with musicians such as Michael Jackson.",False,False
The Train song Mermaid was not actually written by Amund Bjorklund!,False,False
A stylistic origin of pop rock is not rock music.,False,True
Were you aware that Polydor Records' distribution label is not RCA Records.,True,True
"Well, Jacksonville Dolphins cannot play at the Cusack Park, Ennis.",True,True
I read that Alvah Sabin is not a member of the Whig Party.,False,True
"Yes, and in Uruguay the language is not Spanish.",False,False
"Well, in the Republic of Ireland, Irish is not an official language.",False,False
In Paraguay the leader is not Juan Afara.,False,True
"Yep, Leni Robredo is not a Filipino leader either.",False,False
Apparently Stuart Parker did not play for Bury FC.,False,True
I've heard that Train is not a pop rock band?,False,True
"Well, Alfredo Zitarrosa is not associated with Artistry Music.",True,True
The Acura TLX does not have an V6 engine.,False,False
I have heard that Agra airport is not located in Mojave National Preserve.,True,True
"Well, Sumitra Mahajan is not actually an Indian leader.",False,True
"Well, the Acura TLX was not manufactured by Europa Aircraft.",True,True
103 Colmore Row was not even open in 1973.,False,False
Alaa Abdul Zahra's position in football is not Forward.,False,True
"Agra Airport is in a settlement, Awadh, and is located at 167.94 metres above sea level.",True,True
"Agra Airport, located in a populated place, Awadh has an elevation of 167.94 meters about sea level.",True,True
"Agra Airport, located in a populated place, Awadh, has an elevation of 167.94 elevation of 167.94.",True,True
Agra Airport with an elevation of 167.94 meters above sea level is in a settlement which is part of Bundelkhand.,True,True
"With an elevation of 167.94 metres above sea level, Agra Airport is located in a settlement which is part of Bundelkhand.",True,True
I know that Al-Taqaddum Air Base serves a city in Iraq where they speak Arabic.,True,True
Al-Taqaddum Air Base serves a city in Arabic speaking Iraq.,True,True
Al-Taqaddum Air Base serves a city in Iraq where the Kurdish language is spoken.,True,False
Al-Taqaddum Air Base serves a city in Iraq where Kurdish languages are spoken!,True,False
Haider Al-Abadi is the leader of Iraq where the Al Taqaddum air base serves the city of a city.,True,False
Juan Afara is the leader of Paraguay which was the birth place of a musical artist in Asunción.,True,False
"A musical artist was born in Asunción and died in Paraguay, where the leader is Juan Afara.",True,False
"He was born in Paraguay and died in Asuncion, Gran Asunción!",True,True
A musical artist was born in Paraguay and died in Asuncion (part of Gran Asuncion).,True,True
"A musical artist, born in Paraguay, died in Asunción, which is part of Gran Asunción.",True,True
"A musical artist was born in Paraguay, whose leader is Juan Afara, and he died in Asuncion.",True,False
"A musical artist died in Asuncion, in Paraguay which is led by Juan Afara.",True,False
"A musical artist died in Asuncion, which is part of the country of Paraguay, where the leader is Juan Afara.",True,False
"A musical artist was born in Asunción, part of Gran Asunción, and died in Paraguay.",True,True
"Paraguay born a musical artist died in Asunción, which is part of Gran Asunción.",True,True
He was born in Paraguay and died in Asuncion which is part of Gran Asunción.,True,True
"Born in Montevideo, a musical artist, died in Uruguay, the leader of which, is Raúl Fernando Sendic Rodríguez.",True,False
Montevideo is the birth place of a musical artist who died in Uruguay whose leader is Raúl Fernando Sendic Rodríguez.,True,False
"A musical artist was born in, Raúl Fernando Sendic Rodríguez led, Uruguay and died in Montevideo.",True,True
"Alfredo Zitarrosa passed away in a city, Uruguay where Raul Fernando Sendic Rodriguez is the leader.",True,False
"Alfredo Zitarrosa died in a city, Uruguay (which has Raul Fernando Sendic Rodriguez as leader).",True,False
"Alfredo Zitarrosa died in a city, in Uruguay, the leader of which, is Raúl Fernando Sendic Rodríguez.",True,False
"Alfredo Zitarrosa was born in a city, Uruguay where Raúl Fernando Sendic Rodríguez is the leader.",True,False
"Alfredo Zitarrosa was born in a city, in the country of Uruguay, the leader of which, is Raul Fernando Sendic Rodriguez.",True,False
A musical artist waas born in Montevideo and died in Tabaré Vázquez led Uruguay.,True,False
Uruguay's leader is now Tabare Vazquez because Alfredo Zitarrosa died in the city of Uruguay.,True,False
He was born in Uruguay. Tabaré Vázquez is the leader of Uruguay.,True,True
"Represented by Chris Patten, a country is known as the birth place of William Anders, who retired on September 1st, 1969.",True,False
"William Anders, who retired on the 1st of September 1969, was born in a country where Chris Patten served as a representative.",True,True
"William Anders received an MS from his alma Mater, AFIT, in 1962 and served as a crew member of an artificial satellite along with Frank Borman.",True,True
"William Anders, who graduated from AFIT in 1962 with an M.S., was a crew member of an artificial satellite along with Frank Borman.",True,True
"William Anders, who graduated with an M.S., from AFIT in 1962, served as a crew member on an artificial satellite alongside Frank Borman.",True,True
"A building located on Colmore Row, Birmingham, England, was designed by architect John Madin born in Birmingham.",True,False
"John Madin was born in a city (with Andrew Mitchell as a key leader) and became an architect, designing 103 Colmore Row.",True,False
"Khalid Mahmood is one of the leaders of a city which was the birthplace of architect, John Madin, who designed 103 Colmore Row.",True,False
The architect John Madin was born in a city (now led by the Labour Party) and designed 103 Colmore Row.,True,False
"A city, led by the Labour Party, was the birthplace of John Madin who was the architect that designed 103 Colmore Row.",True,False
"103 Colmore Row was designed by the architect, John Madin who was born in a city which is led by The Labour Party.",True,False
"A city, which is led by the Labour politician John Clancy, is the home town of the architect John Madin who designed 103 Colmore Row.",True,False
"103 Colmore Row was designed by the architect John Madin, born in a city whose leader is Labour politician John Clancy.",True,False
"Labour politician, John Clancy is the leader of a city, this city is the hometown of Joh Madin, who was the architect of 103 Colmore Row.",True,False
"103 Colmore Row was designed by the architect John Madin whose home town is a city, a town where Khalid Mahmood (British politician) is one of the leaders.",True,False
Khalid Mahmood is a British politician and one of the leaders of a city which is the home town of the architect John Madin who designed 103 Colmore Row.,True,True
"Located in the United States, The university are the current tenants of Alan B Miller Hall, the address of which is 101 Ukrop Way.",True,False
The school is located in the United States and are the current tenants of Alan B Miller Hall at 101 Ukrop Way.,True,False
"Alan B Miller Hall, tenant of The school, is located at 101 Ukrop Way in the United States.",True,False
The architect of Alan B Miller Hall is Robert A M Stern. The current tenants are the university located in the United States.,True,True
The university in the US are currently tenants of the Robert A M Stern designed Alan B Miller Hall.,True,False
The university currently tenant Alan B Miller Hall which was completed on 1 June 2009 in the United States.,True,True
"A building was completed on June 1st, 2009 and has a tenant called the Mason School of Business, which is based in the U.S.",True,True
"Located in the United States, the Mason School of Business currently live in the building, a building which cost 75 million dollars.",True,False
"The university, located in the United States, is the current tenant of Alan B Miller Hall, which cost 75 million dollars.",True,False
The building in the United States cost 75 million dollars. The current tenants are The Mason School of Business.,True,False
"Mason School of Business, located in the United States, is a tenant of the building, that is situated in Virginia.",True,True
"A building, located in The United States in Virginia, includes current tenant The Mason School of Business.",True,True
"The Mason School of Business is a tenant of The Alan B Miller Hall, which is located in an administrative region which is in the United States.",True,True
"The Mason School of Business is a tenant of the building in Virginia, U.S.",True,True
"Mason School of Business is a tenant of the building, which is situated in Virginia in the United States.",True,True
Narendra Modi leads India where a museum is located in Ahmedabad!,True,False
Narendra Modi is a leader in India where a museum is located in Ahmedabad.,True,True
"the building is located in Ahmedabad, India and the leader there is Sumitra Mahajan.",True,False
Its located in Ahmedabad India where Sumitra Mahajan is a leader.,True,False
"It's located in Gujarat, India and the prime minister is Narendra Modi!",True,True
"It is located in Gujarat, India whose leader is Narendra Modi!",True,True
"It is located in Gujarat, India which is lead by Narendra Modi.",True,True
"It is located in Gujarat, India and the leader is Sumitra Mahajan!",True,False
"It is located in Gujarat, India and is led by Sumitra Mahajan!",True,False
Sumitra Mahajan is the leader of India where a museum is located in Gujarat?,True,False
103 Colmore Row was designed by the architect a person who was born in birmingham where the leader is the conservative party (UK).,True,False
"A city, led by the Conservative Party, was the birthplace of John Madin who designed 103 Colmore Row.",True,True
"The Liberal Democrats lead a city, home town of architect John Madin, who designed 103 Colmore Row.",True,False
"John Madin, who designed 103 Colmore Row, comes from a city, which is run by the Liberal Democrats.",True,False
"It is located in Gujarat, India led by Anandiben Patel!",True,True
T S Thakur is the leader of India with a museum in Ahmedabad.,True,False
"T S Thakur is a leader in India, which is the country where a museum (Ahmedabad) is located.",True,False
"It is in Gujarat, India. T S Thakur is a leader of India.",True,False
Arion was created by Paul Kupperberg and he won the Eisner Award.,True,False
"It was created by Steven T Seagle and an American, Duncan Rouleau.",True,True
Well it was created by Steven T. Seagle and Duncan Rouleau who is an American.,True,True
"Frangipane is an ingredient in a Bakewell tart, it is a variation of a food, that originates from the Derbyshire Dales.",True,False
Vajubhai Vala is the leader of the Karnataka region in India where they originate!,True,False
The German built a ship is powered by a MTU Friedrichshafen engine which is made in Friedrichshafen.,True,True
"It is powered by a MTU Friedrichshafen engine in Friedrichshafen, Germany.",True,False
"They are powered by MTU Friedrichshafen engines in Friedrichshafen, Germany!",True,False
Acura is a division of the Honda Co. Honda is the manufacturer of the automobile which has a 2.4 litre engine.,True,True
Acura is a division of the Honda Co. who manufacture the automobile which is fitted with a Honda J engine.,True,False
Acura is a division of the Honda Co. who manufactured the automobile which has a V6 engine.,True,False
"The Acura TLX has a automobile engine which is manufactured by Honda, a division of which, is Acura.",True,True
The Acura TLX has a automobile engine which is made by the Honda Co. Acura is one division of that company.,True,True
MTU Friedrichshafen is in Friedrichshafen and made the engines that power the ship built on the Neptun Werft.,True,True
MTU Friedrichshafen is in Friedrichshafen and made the engines that powered the ship which was built by Neptun Werft.,True,True
"The ship, built by Neptun Werft, is powered by a MTU Friedrichshafen (Friedrichshafen) engine.",True,True
The ship was built in Rostock and is powered by MTU Friedrichshafen made engines that were made in Friedrichshafen.,True,True
It was made in Rostock and is powered by a MTU Friedrichshafen engine.,True,False
It was built by Neptun Werft in Rostock and has a MTU Friedrichshafen engine!,True,False
"Well The A-Rosa Luna was built in Rostock, Germany.",True,True
The builder of the A-Rosa Luna is located in Rostock Germany.,True,False
The A-Rosa Luna was built by Rostock in Germany.,True,False
It is located in Adams County Pennsylvania and has Carroll County to its southeast!,True,False
"The place, established in 2000, is located in Adams County Pennsylvania, with Carroll County to the southeast.",True,False
"Abdul Taib Mahmud, born in Miri, Malaysia, was succeeded by a president, whose deputy is Stephen Yong Kuet Tze.",True,False
"Stephen Yong Kuet Tze is the deputy of a president, who succeeded Malaysian born (in Miri), Abdul Taib Mahmud.",True,False
"Born in the Kingdom of Sarawak Abdul Taib Mahmud, was succeeded by a personm, who was in office whilst Tuanku Bujang Tuanku Othman was Vice President.",True,False
"The birth place of Abdul Taib Mahmud was the Kingdom of Sarawak and his successor was, a president, who was in office while Tuanku Bujang Tuanku Othman was Vice President.",True,False
"A president, born in Miri, Malaysia, was in office during Tuanku Bujang Tuanku Othman Vice Presidency and was the suceessor to Abdul Taib Mahmud.",True,True
"Abdul Taib Mahmud was born in Miri, Malaysia and was succeeded by a president who was in office whilst Tuanku Bujang Tuanku Othman was Vice President.",True,True
"A politician, who lives in Demak Jaya, Jalan Bako, Kuching, Sarawak, was succeeded by Adenan Satem, who was born in the Japanese Occupation of British Borneo.",True,False
"A senator, who ended his career on 3 March 1857, represented Vermont where the largest city is Burlington.",True,False
"A senator, who retired on 3rd March 1857, represented Vermont, where the largest city is Burlington.",True,False
A senator represented Vermont - largest city; Burlington - and ended his career on March 3rd 1857.,True,False
"A person, who retired on 3rd March 1857, was a member of US Whig Party of which Henry Clay was the leader.",True,False
"A senator, who ended his career on 3 March 1857, was a member of the United States Whig Party led by Henry Clay.",True,True
"Born on 23rd October, 1793, a senator, was a member of the United States Whig Party, the leader of which, was Henry Clay.",True,False
"A senator, who was born on October 23rd, 1793, was a member of the Whig Party of the United States which was led by Henry Clay.",True,True
A senator was born on 23.10.1793 and was a member of the Whig Party of the United States led by Daniel Webster.,True,True
"A senator, born 23rd October 1793, was a meber of the US Whig Party, of which Daniel Webster is the leader.",True,False
"A senator (who died died in Sycamore, Illinois), represented Vermont, the largest city of which, is Burlington, Vermont.",True,False
A person ws born in the County of Tyrol and later died in Austria which is led by Doris Bures.,True,False
"A person, was born in the County of Tyrol and died in Austria, the leader of which, is Doris Bures.",True,False
"A person's place of birth was the state, Tyrol and place of death was in Austria, the leader of which, is Doris Bures.",True,False
"A chancellor was born in the state of Tyrol and died in Austria, where the leader is Doris Bures.",True,False
"Doris Bures is a leader in Austria, the country where a person died, in Graz.",True,False
"A person was born in Austria which is led by Doris Bures, and later died in Styria.",True,False
Austria is led by Doris Bures and is the birthplace of a person who later died in Styria.,True,False
"A person, who was born in Austria where the leader is Doris Bures, later died in Styria.",True,False
"The soccer club, with 3500 members, competes in The Azerbaijan Premier League, with championship team being Qarabag FK.",True,False
Qarabag FK are champions of the Azerbaijan Premier League which a soccer club play in and they have 3500 members.,True,False
"A building, located in Virginia, is owned by The College of William and Mary; whose chancellor is Robert Gates.",True,False
The university in the US are the current tenants of Alan B Miller Hall in Virginia.,True,False
A senator was born in Georgia Vermont and became a member of the Whig Party of the United States which is led by Daniel Webster.,True,False
"A senator was born in Georgia, Vermont and belongs to the United States Whig party which is led by Daniel Webster.",True,False
"A chancellor was born in Austria-Hungary and died in Austria, the leader of which, is Doris Bures.",True,False
"A chancellor was born in Austria-Hungary and died in Austria, the country where Doris Bures is a leader.",True,False
A person was born in Austria-Hungary and died in Austria (led by Doris Bures).,True,False
"A chancellor was born in Imst and died in Austria, where Doris Bures is a leader.",True,False
A chancellor was born in Imst and later died in Austria where Doris Bures is the leader.,True,False
"A soccer club play their home matches at the AZAL Arena, and are in the Azerbaijan Premier League, whose championships name is the Qarabag FK.",True,False
"AZAL Arena is the ground of a soccer club and competes in The Azerbaijan Premier League, which champions are Qarabag FK.",True,True
It is located in Adams County Pennsylvania which is northwest to Carroll County Maryland.,True,True
"It is located in Adams County, Pennsylvania near Carroll County, Maryland.",True,True
"it is located in Adams County, Pennsylvania which northeast to Frederick County, Maryland!",True,True
A building (located in United States) is owned by The College of William and Mary and its current tenants are The Mason School of Business.,True,True
"The university are the current tenants of Alan B Miller Hall, located in the United States and owned by the College of William and Mary.",True,False
The university (located in the United States) are the current tenants of Alan B Miller Hall. The owner of the College is William and Mary.,True,False
The band Train’s hit song Mermaid was released under the record label Columbia Records and also a company which is owned by the Sony Corporation.,True,False
"The song Mermaid, by the band Train, is on Columbia Records under the company label, which is owned by Sony Corporation.",True,True
"Mermaid, a song by Train, was initially released on the Columbia Records record label, but it has also been released under the record label a company, which is owned by Sony Corporation.",True,False
Lady Anne Monson was born in the Kingdom of England in a town called a settlement which is in the UK.,True,True
"Lady Anne Monson was born in a settlement, a town within the Kingdom of England, which is now within the UK.",True,False
"The place, a contributing property, is located in Adams County, Pennsylvania which is east to the Pennsylvania's Franklin County.",True,False
"The place, a contributing property, is located in Adams County, Pennsylvania which is east to the Franklin County, Pennsylvania.",True,False
"The place, established in the year 2000, is located in Adams County Pennsylvania which is east of Franklin County Pennsylvania.",True,False
"To the east of Franklin County, Pennsylvania is Adams County, Pennsylvania where the place was established in 2000.",True,False
"Pennsylvania's Franklin County is found to the west of Adams County, the location of the place, erected in 2000.",True,False
"The place was established in 2000 in Adams County, Pennsylvania which is south to the Cumberland county, Pennsylvania.",True,False
"Cumberland county, Pennsylvania is north of Adams County, Pennsylvania, the location of the place in Gettysburg.",True,True
"The place is in the municipality of Gettysburg, Adams County, Pennsylvania which is south to the Pennsylvania's Cumberland County.",True,False
"Frederick County Maryland is southwest of Adams County Pennsylvania, the location of the place, erected in 2000.",True,False
"The place was established in 2000 in Adams County, Pennsylvania which is northeast to Frederick County, Maryland.",True,False
Streatfeild Lake is located at 167.94 metres above sea level in Awadh.,False,False
"Agra Airport, located in a populated place, Awadh, has an elevation of 1107.948 elevation of 1107.948.",False,True
"Agra Airport is 167.94 meters above sea level in the settlement of Dixon County, Nebraska.",False,False
"With an elevation of 167.94 metres above sea level, Pahute Mesa Airstrip is located in a settlement which is part of Bundelkhand.",False,True
"Newton Municipal Airport (Iowa) serves the city of a city which is in Iraq, where they speak Arabic.",False,False
Santa Bernardina International Airport serves a city in Iraq where the Kurdish language is spoken!,False,False
Al-Taqaddum Air Base serves a city in Iraq where the Nkore language are spoken!,False,False
"The Al Taqaddum Air Base serves the city of a city in Iraq, a country where the English, Yaka are spoken.",False,False
Kurgan Airport is located in the city of Fuad Masum led Iraq.,False,False
Fuad Masum leads Manipur. Al Taqaddum air base serves the city.,False,False
Haider Al-Abadi is the leader of Ceará where the Al Taqaddum air base serves the city of a city.,False,False
"Juan Afara is the leader of Paraguay which was the birth place of a musical artist in Eakring, Nottinghamshire.",False,False
"A musical artist was born in Asunción and died in Lowell, Massachusetts, where the leader is Juan Afara.",False,False
"He was originally from Paraguay and died in Asuncion, Tongcheng, Anhui.",False,False
A musical artist was born in Egypt and died in Asuncion (part of Gran Asuncion).,False,False
"A musical artist, born in Saint Paul, Minnesota, USA, died in Asunción, which is part of Gran Asunción.",False,True
"A musical artist was born in Paraguay, whose leader is Serge Péloquin, and he died in Asuncion.",False,False
"A musical artist was born in, Juan Afara led, Paraguay and died in Ballintemple, Cork.",False,False
"A musical artist died in Kondavil, Sri Lanka, in Paraguay which is led by Juan Afara.",False,False
"A musical artist died in Asuncion, which is part of the country of Beatrice, Nebraska, where the leader is Juan Afara.",False,False
"Paraguay born a musical artist died in Auburn, Kansas, which is part of Gran Auburn, Kansas.",False,False
"A musical artist was Boise,Idaho and died in Asuncion which is part of Gran Asunción.",False,False
"Born in Montevideo, a musical artist, died in Harrison, New York, the leader of which, is Raúl Fernando Sendic Rodríguez.",False,False
Montevideo is the birth place of a musical artist who died in Uruguay whose leader is Lawrence R. Lynn.,False,False
"A musical artist was born in, Raúl Fernando Sendic Rodríguez led, Uruguay and died in Bella Vista, Arkansas.",False,False
"Edward Pemberton Leach passed away in a city, Uruguay where Raul Fernando Sendic Rodriguez is the leader.",False,False
"Ramon Perellos y Roccaful died in a city, Uruguay (which has Raul Fernando Sendic Rodriguez as leader).",False,False
"Alfredo Zitarrosa died in a city, in Jersey, the leader of which, is Raúl Fernando Sendic Rodríguez.",False,False
"Greg Briggs was born in a city, Uruguay where Raúl Fernando Sendic Rodríguez is the leader.",False,False
"Alfredo Zitarrosa was born in a city, in the country of Persian Armenia, the leader of which, is Raul Fernando Sendic Rodriguez.",False,False
He was born in Montevideo and died in Tabaré Vázquez led Morbihan!,False,False
"A person was born in Uruguay whose leader is Tabare Vazquez and he died in near Bishnupur, Manipur, India.",False,False
"Tabare Vazquez is the leader of Fort Atkinson, Wisconsin, the country where a musical artist was born and died, in Montevideo.",False,False
Tokelau's leader is now Tabare Vazquez because Alfredo Zitarrosa died in a city which is in Tokelau.,False,False
"Alfredo Zitarrosa died in Uruguay, the leader was Joyce Sylvester.",False,False
"Alfredo Zitarrosa death place was in a city, San Marino, where the leader is Tabare Vazquez.",False,False
"The birth place of Alfredo Zitarrosa is a city, in Uruguay, the leader of which, is Debbie O'Malley.",False,False
"Represented by Bill Quirk, a country is known as the birth place of William Anders, who retired on September 1st, 1969.",False,False
"William B. Lenoir, who retired on the 1st of September 1969, was born in a country where Chris Patten served as a representative.",False,False
"James W. Wood received an MS from his alma Mater, AFIT, in 1962 and served as a crew member of an artificial satellite along with Frank Borman.",False,False
"Abdul Ahad Mohmand, who graduated from AFIT in 1962 with an M.S., was a crew member of an artificial satellite along with Frank Borman.",False,False
"William Anders, who graduated with an M.S., from AFIT in 1962, served as a crew member on an artificial satellite alongside Charles E. Brady, Jr..",False,True
"John Madin is an architect who was born in Gherăești, England and designed a building.",False,False
"A building located on Colmore Row, Birmingham, England, was designed by architect Tomás Taveira born in Birmingham.",False,False
"John Madin was born in a city (with Andrew Mitchell as a key leader) and became an architect, designing Riverdale Presbyterian Church Complex.",False,False
Andrew Mitchell was a leader in the city where Hanno Grossschmidt designed 103 Colmore Row!,False,False
"John Clancy is the leader of a city where Aston Webb, the designer of 103 Colmore Row, was born.",False,False
"Khalid Mahmood is one of the leaders of a city which was the birthplace of architect, Vedat Tek, who designed 103 Colmore Row.",False,False
The architect Caspar Buberl was born in a city (now led by the Labour Party) and designed 103 Colmore Row.,False,False
"A city, led by the Labour Party, was the birthplace of John Madin who was the architect that designed St. Wenceslaus Church.",False,False
"Baldwinville Village Historic District was designed by the architect, John Madin who was born in a city which is led by The Labour Party.",False,False
"A city, which is led by the Labour politician John Clancy, is the home town of the architect John Madin who designed Honningsvåg Church.",False,False
"103 Colmore Row was designed by the architect Ram Karmi, born in a city whose leader is Labour politician John Clancy.",False,False
"Labour politician, John Clancy is the leader of a city, this city is the hometown of Joh Madin, who was the architect of Woodledge.",False,False
"103 Colmore Row was designed by the architect Battlecross whose home town is a city, a town where Khalid Mahmood (British politician) is one of the leaders.",False,False
Khalid Mahmood is a British politician and one of the leaders of a city which is the home town of the architect John Madin who designed Diamond Tower.,False,True
"Located in the India], The university are the current tenants of Alan B Miller Hall, the address of which is 101 Ukrop Way.",False,False
The school is located in the Canada G1J 5L5 and are the current tenants of Alan B Miller Hall at 101 Ukrop Way.,False,False
"Alan B Miller Hall, tenant of The school, is located at 101 Ukrop Way in the Italy: Tuscany.",False,False
"The architect of Alan B Miller Hall is Robert A M Stern. The current tenants are the university located in the Tralee, Kerry, Ireland.",False,False
